Timestamp,Username,"Basic Information:
1.  Name of Student :",2. Gender of Student," 3.  Age Group of Student
",4. Name of Institute where you are Studying.,5. Please specify your residential area.,"Academic Performance: (Educational Information)
6. 10th percentage",7. 12th percentage Or Diploma Percent,8. Aggregate CGPA till current semester,9. Do you have any current backlog subjects?,10. Have You attended nursery school?,11. Specify the reason of choosing this College ,12. Which course of Engineering you are Pursuing Currently (Branch of Engineering),13. Specify the reason of choosing this course.,"Personal Background:
14. What is the status of   student’s  Mother Education(Mother is Educated or not if yes plz  specify in answer)",15. What is the Job Status of   student’s   Mother?,16. What is the status of   student’s  Father Education( Father Educated or not if yes plz  specify in answer),17. What is the Job Status of   student’s   Father ?,18. Who is student's Current Guardian?,19. What is Size of your family,20. What is your parental relationship Status,21. Rate the quality of family relationships (as 1 marks  for very  Happy and Healthy and 5 is the mark if you    think the relationship of family is  is poor,22. What is your family income?,"Study Habits and Resources:
23. Do you have internet access at home? (Yes/No)",24. What is your mode of transport?,25. How much Travel time is required for your daily commute from home(your staying place) and college.,26. Specify your approximate daily study time?,"Extracurricular Activities:
27. Does your institute provide any extracurricular courses?",28. Have you participated in any workshops or seminars?,29. Do you participate in any community service or volunteering activities? ,"30. Rate your communication skills (1 for excellent, 5 for poor)","31. Rate your leadership qualities (1 for excellent, 5 for poor)","32. Rate your teamwork skills (1 for excellent, 5 for poor)","Internships and Projects:
33. Have you completed any internships till today?",34. Whether these internship were paid or free?,35. Have you completed any Projects Successfully  till today?,"Peer Influence:
36. Rate the quality of your peer group (1 for very positive, 5 for very negative)","Time Management:
37. How well do you manage your time? (1 for excellent, 5 for poor)","Mental Health:
38. What is the status of your current health?(1 for very good 5 for Bad)","39. How often do you feel stressed? (1 for never, 5 for always)",40. Do you have any coping mechanisms for stress? ,"Additional Interests:
41. What are your hobbies and interests?","42. How often do you go out with friends? (1 for never, 5 for very frequently)?",43. Do You have any  romantic relationship ?,"Family Support and Motivation:
44. Does your family motivate you to attend any extra or syllabus-related classes? ",45. Are you attending any other paid classes? ,"Future Aspirations:
46. Are you placed? (Mention Name of Employer if Yes)",47. Are you interested in higher education?,"Substance Use:
48. Do you consume alcohol?",49. Do you Smoke?,50. Do You have any other Addictions?
2024/12/27 11:53:09 AM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Aissms coe,URBAN,77,83,7.5,NO,YES,Reputation of College,Computer engineering ,Your preference,UG,Housewife,PG,Industrial Job,Father,Greater than 4,Living together,1,8 Lakh to 15 Lakh,Yes,Public Transport,15 to 30 min,1 hour - 4 hour,No,No,No,4,3,1,No,PAID,No,5,3,2,3,No,"Football,Athletics and badminton and solving maths calculations",3,No,Yes,No,No,Yes,No,No,No
2024/12/27 11:57:52 AM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,"AISSMS College of Engineering,Pune",URBAN,75%,84%,7.6,NO,YES,Close to home,Computer ,Any other,Highschool,Housewife,High School,Industrial Job,Mother,Less or equal to 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Public Transport,30 min to 1 hour,1 hour - 4 hour,YES,No,No,3,3,3,Yes,FREE,Yes,2,1,2,3,No,Reading ,3,No,Yes,No,No,No,No,No,No
2024/12/27 12:16:27 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Aissms coe,URBAN,75.8,71.3,7.6,NO,YES,Course preference,Mechanical Engineering,Any other,Highschool,Housewife,UG,Farmer,Mother,Less or equal to 4,Living together,2,2.5 Lakh to 8 Lakh,No,Public Transport,30 min to 1 hour,30 min to 1 hour,YES,Yes,No,2,2,2,No,,Yes,2,2,2,3,Yes,Travelling,4,No,Sometimes,No,No,Yes,No,No,No
2024/12/27 12:20:43 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,All India Shri Shivaji memorial society college of engineering pune,URBAN,85%,67%,8.25,NO,YES,Course preference,Computer science ,Your preference,PG,Housewife,UG,Any Other,Father,Less or equal to 4,Living Apart,1,8 Lakh to 15 Lakh,Yes,Private car/Bike,15 to 30 min,1 hour - 4 hour,No,Yes,No,4,1,1,Yes,FREE,Yes,2,1,2,3,Yes,"Gameing , listening music, watching movies,  talking with friends ",3,No,Yes,No,No,No,No,No,No
2024/12/27 12:22:58 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS COE,RURAL,91,diploma,93.20%,NO,NO,Reputation of College,computer engineering,Any other,PG,Housewife,PG,Farmer,Father,Greater than 4,Living together,1,Less than 2.5 Lakh,No,Public Transport,1 hour - 4 hour,30 min to 1 hour,YES,No,No,4,2,1,Yes,FREE,Yes,1,1,1,3,Yes,playing badminton,2,No,Yes,No,no,Yes,No,No,No
2024/12/27 12:24:24 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS COE,URBAN,61.5,82.5,7,NO,YES,Reputation of College,Computer engineering ,Your preference,UG,Housewife,UG,Business,Father,Less or equal to 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Public Transport,30 min to 1 hour,30 min to 1 hour,YES,Yes,Yes,2,1,2,No,No,Yes,1,2,1,1,No,"Reading , playing cricket, coding ",3,No,Yes,Yes,No,Yes,No,No,No
2024/12/27 12:38:52 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,All India Shri Shivaji Memorial Society's College of Engineering ,RURAL,92.20%,Not appeared ,Still not,NO,YES,Reputation of College,Computer Engineering ,Your preference,Highschool,Housewife,School,Farmer,Father,Greater than 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Public Transport,15 min,1 hour - 4 hour,YES,Yes,No,2,2,1,Yes,PAID,Yes,2,2,1,2,No,I like cooking and singing songs. I like coding and I am work passionate.,3,No,Sometimes,No,Not placed still.,No,No,No,No
2024/12/27 12:43:57 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Aissms coe pune,URBAN,94,83.2,7.5,NO,NO,Reputation of College,Computer,Your preference,UG,Teacher,UG,Teacher,Father,Less or equal to 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Public Transport,30 min to 1 hour,1 hour - 4 hour,YES,Yes,No,4,2,1,No,Not completed ,Yes,3,2,1,3,No,"Coding,Playing games,reading",4,No,Sometimes,No,No,Yes,No,No,No
2024/12/27 12:45:11 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,"AISSMS College of engineering, Pune ",URBAN,93%,89%,8.34,NO,NO,Reputation of College,Computer Engineering ,Your preference,School,Housewife,High School,Any Other,Any other,Less or equal to 4,Living together,4,Less than 2.5 Lakh,No,Public Transport,15 to 30 min,30 min to 1 hour,YES,Yes,No,3,3,4,No,,Yes,3,3,2,4,Yes,Photography ,5,No,Yes,No,No,Yes,No,No,No
2024/12/27 12:49:23 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS COE,URBAN,73,58,.,YES,YES,Course preference,Computer engineering ,Your preference,School,Housewife,School,Any Other,Father,Less or equal to 4,Living together,2,Less than 2.5 Lakh,No,Public Transport,1 hour - 4 hour,1 hour - 4 hour,YES,Yes,Yes,3,3,2,No,PAID,No,1,1,1,4,No,Singing ,2,No,Sometimes,No,No,Yes,No,No,No
2024/12/27 12:52:43 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS COE,URBAN,85.6,72.76,9.32,NO,YES,Close to home,Computer Engineering ,Your preference,Highschool,Housewife,PG,Business,Father,Less or equal to 4,Living together,1,Less than 2.5 Lakh,Yes,Private car/Bike,15 to 30 min,1 hour - 4 hour,YES,Yes,No,3,3,1,No,FREE,No,3,2,3,3,No,"Reading news and articles related to current affairs,",3,No,No,No,No,Yes,No,No,No
2024/12/27 1:11:27 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,G S Moze College of engineering balewadi ,URBAN,91.4,74.6,7.16,NO,NO,Course preference,Computer engineering (BE),Your preference,School,Housewife,High School,Business,Father,Greater than 4,Living together,1,2.5 Lakh to 8 Lakh,No,Public Transport,1 hour - 4 hour,30 min to 1 hour,No,Yes,Yes,2,2,1,Yes,PAID,Yes,1,1,1,2,No,"Singing songs, campaign, teamwork, cooking ",2,No,Yes,No,No,Yes,No,No,No
2024/12/27 1:12:54 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS COE,RURAL,98,91.6,9.59,NO,YES,Course preference,Computer ,Your preference,PG,Business,UG,Business,Any other,Less or equal to 4,Living together,3,2.5 Lakh to 8 Lakh,Yes,Public Transport,30 min to 1 hour,1 hour - 4 hour,YES,Yes,Yes,2,1,1,No,Not Applicable ,Yes,1,2,1,1,Yes,"Reading books, astronomy, sports",5,No,Yes,No,No,Yes,No,No,No
2024/12/27 1:20:48 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS college of Engineering ,URBAN,87,77,7.71,NO,YES,Course preference,Computer Engineering ,Your preference,UG,Housewife,PG,Industrial Job,Father,Less or equal to 4,Living together,4,8 Lakh to 15 Lakh,Yes,Private car/Bike,30 min to 1 hour,30 min to 1 hour,YES,Yes,Yes,4,4,4,No,FREE,Yes,5,5,4,3,Yes,"Volleyball, Reading Books",5,Yes,Yes,No,No,Yes,No,No,No
2024/12/27 1:42:20 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS COE pune (SPPU),URBAN,91.40%,70%,7.6,NO,YES,Course preference,Computer Engineering ,Your preference,PG,Housewife,PG,Teacher,Father,Greater than 4,Living together,5,Less than 2.5 Lakh,Yes,Public Transport,30 min to 1 hour,1 hour - 4 hour,YES,Yes,Yes,4,4,4,Yes,PAID,No,5,3,5,2,Yes,"Listening to music , reading ",3,No,Sometimes,No,No,Yes,No,No,No
2024/12/27 2:46:03 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,gsmcoe pune,URBAN,69,.,0,NO,YES,Course preference,ai ds,Any other,PG,Any other,PG,Industrial Job,Father,Less or equal to 4,Living together,2,2.5 Lakh to 8 Lakh,Yes,Private car/Bike,30 min to 1 hour,15 to 30 min,No,No,No,2,2,2,No,,No,3,3,2,2,No,motorcycle,3,No,No,No,no,No,No,No,No
2024/12/27 2:48:12 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS COE,RURAL,81,72,8.5,NO,YES,Course preference,Computer Engineering ,Your preference,UG,Housewife,PG,Business,Father,Less or equal to 4,Living Apart,2,2.5 Lakh to 8 Lakh,No,Public Transport,15 to 30 min,30 min to 1 hour,YES,Yes,Yes,1,1,1,Yes,FREE,Yes,2,3,3,5,Yes,"Playing football, event management, etc",3,No,Yes,No,No,Yes,No,No,No
2024/12/27 3:15:47 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,"Aissms, COE",URBAN,76.2,90.81,8.64,NO,YES,Reputation of College,Computer ,Your preference,School,Business,UG,Any Other,Mother,Less or equal to 4,Living Apart,4,Less than 2.5 Lakh,Yes,Private car/Bike,30 min to 1 hour,1 hour - 4 hour,YES,Yes,Yes,1,1,1,No,,Yes,2,2,3,4,Yes,"Exercising, ",3,No,Sometimes,No,No,Yes,No,No,No
2024/12/27 3:48:50 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,Aissms college of engineering ,URBAN,95,81.33,9.16,NO,NO,Close to home,Computer engineering ,Your preference,UG,Housewife,UG,Farmer,Father,Greater than 4,Living Apart,4,Less than 2.5 Lakh,Yes,Public Transport,15 to 30 min,1 hour - 4 hour,YES,Yes,Yes,3,3,4,No,PAID,Yes,3,4,4,3,No,Drawing,3,No,Yes,No,No,No,No,No,No
2024/12/27 4:14:48 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Aissms College of Engineering ,URBAN,75,74,.,YES,YES,Course preference,Computer ,Your preference,Highschool,Any other,UG,Any Other,Father,Greater than 4,Living together,5,2.5 Lakh to 8 Lakh,Yes,Public Transport,1 hour - 4 hour,1 hour - 4 hour,YES,Yes,Yes,4,4,5,No,,Yes,2,2,1,1,No,"Trekking, swimming, football ",3,No,Yes,Yes,No,Yes,No,No,No
2024/12/27 6:14:42 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,Genba Sopanrao Moze College of Engineering ,RURAL,90%,70%,8,NO,NO,Course preference,Artificial Intelligence ,Your preference,PG,Housewife,PG,Business,Mother,Greater than 4,Living together,1,Less than 2.5 Lakh,Yes,Private car/Bike,1 hour - 4 hour,1 hour - 4 hour,YES,Yes,Yes,1,1,1,Yes,FREE,Yes,1,1,1,3,No,"Swimming, Travelling, Art & Craft, Farming ",5,No,Yes,No,No,Yes,No,No,No
2024/12/27 7:49:22 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,All India Shree Shivaji Memorial Society's Collage of Engineering ,URBAN,92.8,62.5,7.59,YES,NO,Course preference,Computer Engineering ,Your preference,School,Any other,No Education,Any Other,Mother,Less or equal to 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,30 min to 1 hour,1 hour - 4 hour,YES,No,No,3,4,2,No,,Yes,2,2,1,2,No,I have interest in learning new things ,3,No,Yes,No,No,No,No,No,No
2024/12/27 7:55:05 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS COE,URBAN,80.2,56.3,8.65,NO,YES,Reputation of College,Computer engineering,Your preference,School,Housewife,High School,Farmer,Any other,Greater than 4,Living Apart,1,Less than 2.5 Lakh,Yes,Public Transport,15 to 30 min,1 hour - 4 hour,YES,Yes,Yes,4,3,2,No,,No,1,2,2,5,No,playing games,4,No,Yes,No,no,No,No,No,No
2024/12/27 8:03:22 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS college of engineering,URBAN,95.4,92.2,9.8,NO,NO,Close to home,Computer,Your preference,Highschool,Housewife,High School,Industrial Job,Father,Less or equal to 4,Living together,4,Less than 2.5 Lakh,No,Public Transport,1 hour - 4 hour,1 hour - 4 hour,YES,Yes,No,3,3,4,Yes,FREE,Yes,4,4,2,2,No,Cooking and reading,3,No,Sometimes,No,No,Yes,No,No,No
2024/12/27 8:04:59 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS COE,URBAN,93.6,94.17,8.6,NO,NO,Course preference,Computer,Your preference,UG,Any other,PG,Any Other,Any other,Less or equal to 4,Living Apart,1,Less than 2.5 Lakh,No,Public Transport,15 to 30 min,1 hour - 4 hour,YES,Yes,Yes,2,1,1,Yes,PAID,Yes,2,2,2,2,No,"Reading, Writing poems, listening songs",2,No,Sometimes,No,"Yes, Cognizant",Yes,No,No,No
2024/12/27 8:08:40 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,"Genba Sopanrao Moze College Of Engineering, Balewadi",URBAN,88.89,79.33,8.3,NO,YES,Course preference,Computer Engineering ,Your preference,School,Housewife,High School,Farmer,Father,Greater than 4,Living together,4,Less than 2.5 Lakh,Yes,Private car/Bike,15 to 30 min,30 min to 1 hour,No,No,No,3,4,4,No,,Yes,2,4,1,3,No,"Cricket, swimming ",3,No,Sometimes,No,No,Yes,No,No,No
2024/12/27 8:19:27 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS College of Engineering ,URBAN,87,88.2,8.18,NO,NO,Reputation of College,Computer Engineering ,Your preference,PG,Housewife,UG,Any Other,Father,Less or equal to 4,Living together,3,Less than 2.5 Lakh,Yes,Public Transport,30 min to 1 hour,30 min to 1 hour,No,Yes,Yes,3,2,2,Yes,FREE,Yes,3,3,3,4,No,Archery,4,No,Yes,No,NO,No,No,No,No
2024/12/27 8:47:05 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,GSMCOE Balewadi Pune,RURAL,93,72.67,7,NO,YES,Course preference,Information Technology ,Your preference,Highschool,Housewife,High School,Farmer,Father,Greater than 4,Living Apart,1,Less than 2.5 Lakh,No,Bicycle,15 to 30 min,1 hour - 4 hour,YES,Yes,No,3,3,2,No,No internship completed ,No,4,2,3,4,No,"Drawing, writing shayari",3,No,Yes,No,No,Yes,No,No,No
2024/12/27 9:20:46 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS,RURAL,87%,87%,7.5,NO,YES,Reputation of College,Computer science ,Any other,PG,Teacher,PG,Any Other,Father,Less or equal to 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,1 hour - 4 hour,1 hour - 4 hour,YES,No,No,2,1,1,Yes,FREE,Yes,1,2,1,2,Yes,Reading and watching webseries ,5,No,Yes,Yes,No,Yes,No,No,No
2024/12/27 9:33:05 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS COE,URBAN,81,60,6.7,YES,YES,Reputation of College,Computer Engineering,Your preference,PG,Any other,UG,Any Other,Mother,Less or equal to 4,Living together,1,More than  15 Lakh,Yes,Public Transport,15 to 30 min,30 min to 1 hour,YES,Yes,No,3,2,1,No,,Yes,1,2,1,3,Yes,Playing Kabbadi,4,No,Yes,No,No,Yes,No,No,No
2024/12/27 9:44:21 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS College of engineering ,URBAN,88.8,74.8,7.95,NO,YES,Course preference,Computer engineering ,Your preference,UG,Housewife,UG,Any Other,Father,Less or equal to 4,Living Apart,1,2.5 Lakh to 8 Lakh,Yes,Any Other,15 min,30 min to 1 hour,No,No,No,3,3,4,No,,No,1,3,3,2,No,Nope ,4,No,Yes,No,No,No,No,No,No
2024/12/27 9:51:57 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS COLLEGE OF ENGINEERING ,URBAN,89.6,62,6.67,YES,YES,Reputation of College,Mechanical Engineering ,Your preference,PG,Housewife,High School,Farmer,Any other,Greater than 4,Living together,2,Less than 2.5 Lakh,Yes,Public Transport,15 min,15 to 30 min,YES,No,No,1,1,1,No,,Yes,2,3,3,2,Yes,"Music, Sports, Theatre",3,No,Yes,No,No,Yes,No,No,No
2024/12/27 11:56:32 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS Collage Of Engineering ,URBAN,89.6,82.3,71.3,NO,NO,Course preference,Computer,Family pressure,School,Housewife,School,Any Other,Father,Less or equal to 4,Living together,2,2.5 Lakh to 8 Lakh,Yes,Private car/Bike,15 min,1 hour - 4 hour,YES,Yes,Yes,1,1,1,Yes,FREE,Yes,1,2,3,2,No,Travelling ,5,Yes,Sometimes,No,No,Yes,No,No,No
2024/12/28 11:47:41 AM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,GSMCOE ,RURAL,83.6,81.5,22grade,YES,YES,Course preference,AIDS ,Any other,Highschool,Housewife,PG,Farmer,Father,Greater than 4,Living together,1,Less than 2.5 Lakh,Yes,Private car/Bike,1 hour - 4 hour,1 hour - 4 hour,No,Yes,No,1,1,1,No,PAID,Yes,1,5,1,1,Yes,"Capturing the picture of nature,drawing, playing.",5,No,Yes,No,No,Yes,No,No,No
2024/12/28 1:35:14 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,Genba sopanrao moze college of engineering pune ,URBAN,70,Diploma ,Direct second year ,NO,NO,Close to home,Aids,Your preference,School,Housewife,High School,Any Other,Father,Greater than 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Public Transport,15 to 30 min,30 min to 1 hour,YES,Yes,No,1,2,2,Yes,FREE,Yes,1,1,1,1,No,Web development ,4,No,Yes,No,No,Yes,No,No,No
2024/12/28 6:50:59 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,"Geneba sopanarao moze, balewadi pune",URBAN,83.64,61.77,5.7,YES,YES,Course preference,Artificial intelligence and data science ,Any other,School,Housewife,High School,Any Other,Any other,Greater than 4,Living together,1,2.5 Lakh to 8 Lakh,No,Public Transport,1 hour - 4 hour,1 hour - 4 hour,No,Yes,No,2,2,2,Yes,PAID,Yes,1,2,2,3,Yes,"I m interested in occult sciences like palmistry, astrology, numerology.",1,No,Yes,No,No,Yes,No,No,No
2024/12/29 12:50:42 AM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS COE,URBAN,85%,81.40%,-,NO,YES,Course preference,MECHANICAL ,Your preference,UG,Housewife,PG,Industrial Job,Father,Greater than 4,Living together,2,Less than 2.5 Lakh,Yes,Private car/Bike,15 to 30 min,30 min to 1 hour,YES,No,No,2,1,2,Yes,FREE,Yes,2,2,1,2,No,"Workout, cricket",4,No,No,No,No,Yes,No,No,No
2024/12/29 8:02:05 AM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS COE,URBAN,93.4,89.54,8.6,NO,YES,Reputation of College,Computer ,Your preference,UG,Housewife,UG,Industrial Job,Father,Less or equal to 4,Living together,2,Less than 2.5 Lakh,No,Public Transport,15 to 30 min,1 hour - 4 hour,YES,Yes,Yes,2,1,1,Yes,FREE,Yes,3,2,2,5,No,"Sketching, reading ",3,No,Sometimes,No,No,Yes,No,No,No
2024/12/29 11:21:10 AM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS College of Engineering Pune ,RURAL,83.2,80,7.02,NO,NO,Close to home,Mechanical Engineering ,Your preference,Not Educated,Any other,School,Any Other,Mother,Less or equal to 4,Living together,4,Less than 2.5 Lakh,Yes,Any Other,1 hour - 4 hour,1 hour - 4 hour,YES,Yes,Yes,1,1,1,No,FREE,No,1,2,1,2,No,"Social service , Design , Event Mangement , Adventure activity ",4,No,Sometimes,No,No ,Yes,No,No,No
2024/12/29 2:04:17 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Savitribai phule pune university ,URBAN,84.2,60.83,7,NO,YES,Close to home,CS,Your preference,Highschool,Housewife,High School,Industrial Job,Father,Less or equal to 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Public Transport,15 min,30 min to 1 hour,YES,No,No,3,3,4,No,,Yes,3,3,5,2,No,Football,4,No,Sometimes,No,No,Yes,No,No,No
2024/12/29 7:17:37 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,"Genba Sopanro Moze , SPPU ",RURAL,87.67,67.67,7.45,YES,NO,Family pressure,Mechanical ,Family pressure,School,Housewife,School,Farmer,Father,Greater than 4,Living Apart,1,Less than 2.5 Lakh,Yes,Public Transport,30 min to 1 hour,1 hour - 4 hour,YES,Yes,No,3,4,1,No,,Yes,1,2,3,4,No,"Hobbies: reading, yoga , interests: Badminton ",3,No,Yes,No,No,Yes,No,No,No
2024/12/30 10:53:05 AM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,Aissms Coe Pune.,URBAN,95,77.5,8.87,NO,YES,Course preference,Mechanical ,Any other,Not Educated,Housewife,UG,Business,Any other,Greater than 4,Living together,1,Less than 2.5 Lakh,Yes,Any Other,15 to 30 min,1 hour - 4 hour,YES,Yes,No,3,3,3,No,,No,3,3,1,2,Yes,"Making creativity,watching movie",3,No,Yes,No,No,No,No,No,No
2024/12/30 11:39:37 AM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS COE ,URBAN,98.96,89.8,8.78,NO,YES,Close to home,Computer Engineering,Any other,UG,Housewife,UG,Any Other,Father,Less or equal to 4,Living together,5,2.5 Lakh to 8 Lakh,Yes,Public Transport,30 min to 1 hour,1 hour - 4 hour,No,Yes,Yes,4,5,4,Yes,FREE,Yes,5,3,2,4,Yes,"Anime, Cricket, Defence ",3,No,Sometimes,No,No,No,No,No,No
2024/12/30 11:57:53 AM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,Ganeba Sopanrao Moje college of Engineering ,RURAL,91.20%,NA,ATKT,YES,NO,Course preference,Mechanical ,Your preference,UG,Housewife,UG,Farmer,Father,Less or equal to 4,Living Apart,2,Less than 2.5 Lakh,Yes,Public Transport,1 hour - 4 hour,1 hour - 4 hour,YES,No,No,2,2,2,No,,No,2,2,3,4,No,"Reading books, Playing badminton, listening songs",2,No,Sometimes,No,"MSS INTERNATIONAL,AMBAD MIDC,NASHIK ",Yes,No,No,No
2024/12/30 2:40:36 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,Genba Sopanrao Moze College of Engineering,URBAN,72.80%,60.00%,Backlog,YES,YES,Course preference,Mechanical Engineering,Your preference,School,Housewife,UG,Industrial Job,Father,Less or equal to 4,Living together,1,2.5 Lakh to 8 Lakh,No,Public Transport,30 min to 1 hour,30 min to 1 hour,YES,Yes,Yes,2,3,3,No,,Yes,3,3,2,2,No,Dancing,2,No,Sometimes,No,No,Yes,No,No,No
2024/12/30 2:51:28 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,"GSMCOE, Balewadi, Pune",URBAN,86.33%,73.33%,6.89,NO,YES,Course preference,Artificial Intelligence and data science,Your preference,PG,Housewife,PG,Industrial Job,Father,Less or equal to 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,15 min,1 hour - 4 hour,No,No,No,4,4,4,No,,No,4,4,4,4,No,"Chess, cricket, badminton",1,No,Yes,No,No,Yes,No,No,No
2024/12/31 7:30:19 AM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS COE pune,URBAN,93,78,8.79,NO,YES,Reputation of College,Computer ,Your preference,UG,Housewife,PG,Teacher,Father,Greater than 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,15 min,1 hour - 4 hour,No,Yes,Yes,2,2,2,No,FREE,Yes,2,3,2,2,No,Reading and table tennis ,4,No,Yes,No,No,Yes,No,No,No
2024/12/31 8:45:05 AM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS ,URBAN,90,72,7.4,NO,YES,Reputation of College,ENTC,Your preference,PG,Housewife,PG,Industrial Job,Father,Less or equal to 4,Living together,1,More than  15 Lakh,Yes,Public Transport,30 min to 1 hour,1 hour - 4 hour,YES,Yes,No,2,2,2,No,,Yes,2,2,2,2,No,Dance,2,No,Yes,No,No,Yes,No,No,No
2024/12/31 2:43:36 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS COE,URBAN,68.5,67.5,6.27,NO,YES,Course preference,Electronics and Telecommunication ,Any other,Not Educated,Housewife,High School,Any Other,Any other,Less or equal to 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Private car/Bike,30 min to 1 hour,1 hour - 4 hour,YES,Yes,Yes,2,2,1,Yes,,No,3,2,3,4,No,Playing cricket and other outdoor activities ,3,No,Sometimes,No,No. But I will either choose to become a engineer or A Pilot in Future.,Yes,No,No,No
2024/12/31 2:48:09 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS COE ,URBAN,93,75,8.5,NO,YES,Reputation of College,E&tc ,Any other,PG,Business,PG,Business,Any other,Greater than 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Public Transport,30 min to 1 hour,1 hour - 4 hour,YES,Yes,Yes,1,1,1,No,FREE,Yes,3,3,2,3,Yes,"Painting, travelling ",3,No,Yes,No,No ,No,No,No,No
2024/12/31 2:52:57 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,"Aissms college of engineering, Pune ",RURAL,93.6,87.67,7.45,NO,NO,Course preference,Electronics and telecommunication ,Any other,Highschool,Housewife,UG,Teacher,Any other,Greater than 4,Living together,1,8 Lakh to 15 Lakh,No,Public Transport,30 min to 1 hour,1 hour - 4 hour,YES,Yes,No,3,2,3,No,No,Yes,2,2,2,2,No,Watching movies and painting ,4,No,Yes,No,No,Yes,No,No,No
2024/12/31 3:01:52 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS COE,URBAN,96.2,62,NA,YES,YES,Family pressure,ENTC,Family pressure,UG,Housewife,UG,Business,Mother,Less or equal to 4,Living together,3,Less than 2.5 Lakh,Yes,Any Other,15 to 30 min,30 min to 1 hour,YES,No,Yes,3,2,2,No,,No,3,3,3,3,No,Playing Cricket ,3,No,Sometimes,No,No,No,No,No,Yes
